matchId,polymarketTitle,kalshiTitle,tfidfPreFilterScore,llmConfidenceScore,resolutionDate,survivesB0B1,survivesB2,survivesAll
c0bcd0c8-b2c5-4e5d-ac0a-6017248c93c0,Will Argentina win the 2026 FIFA World Cup?: This market will resolve according to the national team,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
0fa90e7d-fb5d-4cbc-8b98-6ad32b4cb19e,Will Germany win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
f8451caf-529f-444d-a0d5-2a54b2abc886,Will Germany win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
171378ba-6909-455b-a18e-54ac7bfb0218,Will Colombia win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Mexico,0.17,5,2026-07-20T00:00:00.000Z,true,false,false
0196a3d1-0dd6-4058-9484-96c21a186240,Will Colombia win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Massachusetts,0.17,5,2026-07-20T00:00:00.000Z,true,false,false
e7d61932-d27e-42e0-864f-190a6245cc4c,Will Iran win the 2026 FIFA World Cup?: This market will resolve according to the national team that,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
4962ffb4-4047-4b79-bde6-d15e5ecd0d08,Will Iran win the 2026 FIFA World Cup?: This market will resolve according to the national team that,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
3e6178ff-f925-4842-96c6-a8d4170ef219,Will Portugal win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
b7c1308b-491a-40dc-8c87-3e24f59bd949,Will Portugal win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
3b133924-a403-459c-85ee-b058df4ed2d0,"Starmer out by June 30, 2026?: This market will resolve to “Yes” if Keir Starmer ceases to be the Pr",Keir Starmer Out?,0.294,40,2026-06-30T12:00:00.000Z,true,true,true
b42e7439-8929-404e-8daf-5caca0c9030b,"Starmer out by February 28, 2026?: This market will resolve to “Yes” if Keir Starmer ceases to be th",Keir Starmer Out?,0.294,35,2026-06-30T12:00:00.000Z,true,true,true
449ef1b3-776c-42b6-8861-9fb94c023973,"Starmer out by March 31, 2026?: This market will resolve to “Yes” if Keir Starmer ceases to be the P",Keir Starmer Out?,0.295,45,2026-06-30T12:00:00.000Z,true,true,true
82d98262-1425-4517-ac0c-24753b1f9b0a,"Starmer out by April 30, 2026?: This market will resolve to “Yes” if Keir Starmer ceases to be the P",Keir Starmer Out?,0.295,50,2026-06-30T12:00:00.000Z,true,true,true
4d0b6db5-2ac8-49ea-9d24-95fa41281119,"Taylor Swift pregnant before 2027?: This market will resolve to ""Yes"" if Taylor Swift announces that","Will Taylor Swift and Travis Kelce be married before Jan 1, 2027?",0.24,0,2026-12-31T12:00:00.000Z,true,false,false
935029ab-5fa0-4d24-a818-80f293477f2c,"Mike Johnson out as Speaker by December 31?: This market will resolve to ""Yes"" if Mike Johnson annou",Mike Johnson out as Speaker of the House?,0.273,30,2025-12-31T12:00:00.000Z,true,true,true
790a6f55-ed36-4788-a4f9-df268e4bafce,"Mike Johnson out as Speaker by June 30?: This market will resolve to ""Yes"" if Mike Johnson announces",Mike Johnson out as Speaker of the House?,0.273,20,2026-06-30T12:00:00.000Z,true,true,true
9a498e1a-4795-4c98-9a17-4774f8da58bf,"Trump out as President before GTA VI?: This market will resolve to ""Yes"" if Donald Trump ceases to b",Donald Trump out as President?,0.213,15,2026-07-31T12:00:00.000Z,true,false,false
dd24e75a-76b3-4f47-aa1f-233838a82693,"Will Drake release Iceman before GTA VI?: This market will resolve to ""Yes"" if Drake officially rele",GTA 6 release date?,0.206,35,2026-07-31T12:00:00.000Z,true,false,false
3d337398-da1d-4647-bca2-cf04a5619e5c,"GTA VI released before June 2026?: This market will resolve to ""Yes"" if it Grand Theft Auto VI is of","Will GTA 6 be released before May 27, 2026?",0.237,30,2026-05-31T12:00:00.000Z,true,false,false
59483ad4-e6ca-4f95-b54d-222527377015,"GTA VI released before June 2026?: This market will resolve to ""Yes"" if it Grand Theft Auto VI is of",When will the next trailer for GTA VI be released?,0.238,0,2026-05-31T12:00:00.000Z,true,false,false
d8fbcf04-d883-41f1-be4b-7d78d20dd226,"Spain snap election called in 2025?: This market will resolve to ""Yes"" if the next Spanish general e",When will France announce a snap election?,0.245,0,2025-12-31T12:00:00.000Z,true,false,false
1dd22fbe-9fae-4474-bd5b-e94a54420a27,"Spain snap election called by June 30, 2026?: This market will resolve to ""Yes"" if the next Spanish ",When will France announce a snap election?,0.245,0,2026-01-01T04:59:00.000Z,true,false,false
92a3df99-efc4-4897-a0f4-f56b4f28ce7a,"Spain snap election called by June 30, 2026?: This market will resolve to ""Yes"" if the next Spanish ",When will France announce a snap election?,0.245,0,2027-01-01T04:59:00.000Z,true,false,false
db6ff714-6e67-4f7e-aa00-f2eea729685f,"Trump eliminates capital gains tax on crypto in 2025?: This market will resolve to ""Yes"" if Donald T",Will Trump eliminate capital gains taxes on crypto?,0.292,55,2025-12-31T12:00:00.000Z,true,true,true
dd8fcea9-e9ce-4782-b0d6-d748b822e835,"Trump eliminates capital gains tax on crypto before 2027?: This market will resolve to ""Yes"" if Dona",Will Trump eliminate capital gains taxes on crypto?,0.292,10,2025-12-31T12:00:00.000Z,true,true,true
e9ef55c8-2287-410f-a83e-050dbe7d6a04,"Israel and Syria normalize relations by December 31, 2025?: This market will resolve to ""Yes"" if bot",Which countries will normalize relations with Israel before 2027?,0.3,0,2025-12-31T00:00:00.000Z,true,true,true
5a60ce76-c42c-4318-a143-0fe12382a840,"Israel and Syria normalize relations by June 30, 2026?: This market will resolve to ""Yes"" if both Is",Which countries will normalize relations with Israel before 2027?,0.3,0,2025-12-31T00:00:00.000Z,true,true,true
decb1535-0edf-4028-be20-2dc7d7dc1c2c,"Israel and Syria normalize relations by December 31, 2026?: This market will resolve to ""Yes"" if bot",Which countries will normalize relations with Israel before 2027?,0.3,0,2025-12-31T00:00:00.000Z,true,true,true
091a31db-5b04-4678-a2ae-d3e69f2aa45a,Will DR Congo qualify for the 2026 FIFA World Cup?: This is a market on which teams will qualify for,Will DR Congo compete in the FIFA World Cup Intercontinental Playoffs?,0.199,5,2026-04-12T00:00:00.000Z,true,false,false
bdc22b9b-5ceb-4d80-9757-894d65df8655,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will Opensea FDV be at 1 day after launch?,0.289,0,2027-01-01T04:59:00.000Z,true,true,true
13ff27b5-6ee1-428f-9a1f-c256e8ace52b,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will Opensea FDV be at 1 day after launch?,0.289,0,2027-01-01T04:59:00.000Z,true,true,true
c76c9c3c-5e8d-4f8e-9bc8-93a0f2b27848,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will Opensea FDV be at 1 day after launch?,0.289,0,2027-01-01T04:59:00.000Z,true,true,true
34095e67-229a-41d1-9754-eb1a0818004a,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will Opensea FDV be at 1 day after launch?,0.289,5,2027-01-01T04:59:00.000Z,true,true,true
f6238ecc-0e39-4e52-885d-8a6bc1d3ddb2,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will Opensea FDV be at 1 day after launch?,0.289,0,2027-01-01T04:59:00.000Z,true,true,true
2590acc0-f185-49c7-9bc8-da250dc7a3c8,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will Opensea FDV be at 1 day after launch?,0.289,0,2027-01-01T04:59:00.000Z,true,true,true
f5bae998-3258-48cc-aacb-3a481acd8644,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will MegaETH FDV be at 10:00 AM ET 1 day after launch?,0.283,25,2027-01-01T14:59:00.000Z,true,true,true
133cfdb2-dde1-482e-b687-8228874072a3,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will MegaETH FDV be at 10:00 AM ET 1 day after launch?,0.283,25,2027-01-01T14:59:00.000Z,true,true,true
23e79a74-4b21-415d-8764-cd17bc7fffff,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will MegaETH FDV be at 10:00 AM ET 1 day after launch?,0.283,10,2027-01-01T14:59:00.000Z,true,true,true
99b85033-b70f-49a9-b3fc-42dc430294d9,"MegaETH market cap (FDV) >$4B one day after launch?: This market will resolve to ""Yes"" if the Fully ",What will MegaETH FDV be at 10:00 AM ET 1 day after launch?,0.283,5,2027-01-01T14:59:00.000Z,true,true,true
51499def-516e-4f0a-a8dd-e112a82e9a6f,Will Spain win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
78bf56f9-c956-4d2c-9669-f7fefb8f140c,Will Spain win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
81cf9140-e5e1-41a3-ae2c-8401bd6b2119,Will New Zealand win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Mexico,0.169,5,2026-07-20T00:00:00.000Z,true,false,false
2c46ba6c-7dd1-48b9-b6ca-ca247b06b5fc,Will New Zealand win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Massachusetts,0.169,0,2026-07-20T00:00:00.000Z,true,false,false
7898f413-b963-4671-a253-28abbe5470d1,Will Switzerland win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
da737e76-faec-4b70-bd8b-ecb6d3fe695e,Will Switzerland win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
23c0c9eb-4db6-4652-8c44-9abcf091f89a,Will Ghana win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Mexico,0.17,5,2026-07-20T00:00:00.000Z,true,false,false
d6836bf2-24ce-4126-a22d-e0da8459e66e,Will Ghana win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
92e9495c-532a-4e87-af62-4995b3cb4388,Will Netherlands win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
546363d4-3626-41b9-9b3e-27fc65c58774,Will Netherlands win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
aae022dc-9779-44f6-8446-cf9dbb234104,Will Algeria win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
13f97b5d-8ede-4704-b205-cf00756a72d1,Will Algeria win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
3acd096f-e1a6-4db6-b2b7-e077c6141f6f,Will Team AD win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
be64b305-2674-43a3-86be-c262e96b25f7,Will Team AD win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
876354d7-1488-49bc-982a-0cc0b77fcb11,Will Italy win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
9f8bac64-3451-4568-a47d-9a8eac85f199,Will Italy win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
bc6b185d-1321-485a-80a2-2e76ddcf3da8,Will USA win the 2026 FIFA World Cup?: This market will resolve according to the national team that ,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
da9ec065-98b8-41e7-82f8-de3f0d1bfdce,Will USA win the 2026 FIFA World Cup?: This market will resolve according to the national team that ,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
83a659e6-fea7-4fa3-bd8a-b47c266fc824,Will Canada win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
6b2b0941-f471-4464-8c1d-e9de98f3b897,Will Canada win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
f393e74d-af44-4f85-879d-9894db43fcfe,Will Team AF win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.164,5,2026-07-20T00:00:00.000Z,true,false,false
83c1354e-ecee-464b-a580-ad190b90d3de,Will Team AF win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
31716ad4-3c70-4510-8cc6-0efe2fac0446,Will Uruguay win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
e53c69ea-8a62-41ae-9e1b-f47336e1a967,Will Uruguay win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
0c4af874-d57c-407f-ab5d-c62a3d00ee05,Will Team AI win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
d4c7175c-3970-4ad5-97fc-153e810f27ec,Will Team AI win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.164,5,2026-07-20T00:00:00.000Z,true,false,false
dee49cab-2430-4f44-b455-2b2e708c0bee,Will Mexico win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Mexico,0.195,0,2026-07-20T00:00:00.000Z,true,false,false
c2e2905d-479a-4a7e-96f2-02c052e527b2,Will Mexico win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
693f12e7-ae57-4709-ada1-808c2e4d2d8f,Will Paraguay win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Mexico,0.17,5,2026-07-20T00:00:00.000Z,true,false,false
4d454a55-9419-4a5e-8a4f-dbbf27542d82,Will Paraguay win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
f1346e4c-2672-4e24-bf9e-9c2c43d21ea5,Will Scotland win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
c5714e10-c2a1-43e0-90a9-9a86e9cde080,Will Scotland win the 2026 FIFA World Cup?: This market will resolve according to the national team ,2026 FIFA World Cup game played in Massachusetts,0.17,5,2026-07-20T00:00:00.000Z,true,false,false
a3afd7c7-dc14-4d9b-a66c-089697208eef,Will Peru win the 2026 FIFA World Cup?: This market will resolve according to the national team that,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
ff7e76d4-de33-4efa-9f33-efac552b720f,Will Peru win the 2026 FIFA World Cup?: This market will resolve according to the national team that,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
8ab622d8-3b97-4247-987d-8e7576689c12,Will Japan win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
cfd7d46b-fa6e-4140-9ba8-2c59c9dcd797,Will Japan win the 2026 FIFA World Cup?: This market will resolve according to the national team tha,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
05b64e4d-3848-40ba-8528-e649f7b6ce95,Will Norway win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
f7e43986-945a-459a-8217-873421d470e6,Will Norway win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
b6f5fceb-02d0-4b44-afbf-96a0fbac7763,Will Any Other Team win the 2026 FIFA World Cup?: This market will resolve according to the national,2026 FIFA World Cup game played in Mexico,0.165,0,2026-07-20T00:00:00.000Z,true,false,false
4436e685-df86-40eb-8c55-f2c44297bb27,Will Any Other Team win the 2026 FIFA World Cup?: This market will resolve according to the national,2026 FIFA World Cup game played in Massachusetts,0.165,0,2026-07-20T00:00:00.000Z,true,false,false
d55b80e0-acdb-40de-8db6-039300f652d7,Will Team AG win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
f07226ae-4097-4d1b-a34d-a0a01b3e860b,Will Team AG win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
c1535a1c-ae85-48f0-99a8-5a0ef677531c,Will Tunisia win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
3942f319-c157-45b9-94bc-76ad29d20e65,Will Tunisia win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
ac73f263-a4a7-4fdc-8cd9-64ff68658609,Will Team AH win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.164,5,2026-07-20T00:00:00.000Z,true,false,false
e0076f65-cf42-4780-8205-f2f595ebacea,Will Team AH win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
0a55eb0e-2578-4f92-bb22-602689f850c1,Will Ecuador win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
15a986a7-947d-4202-9686-cb3961e55489,Will Ecuador win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
6add7dbb-bf2e-449a-933a-2d1cfb1fea6e,Will Uzbekistan win the 2026 FIFA World Cup?: This market will resolve according to the national tea,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
8bd3d874-29d7-4be0-948f-9de4dfefe9a9,Will Uzbekistan win the 2026 FIFA World Cup?: This market will resolve according to the national tea,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
a5640528-1b92-49dd-9a18-b999519b558f,Will Morocco win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
b7444cb9-f60f-4b47-8ca8-1c27e7446354,Will Morocco win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
303d394c-e8ae-418a-bc1d-dd2b3323d832,Will Team Z win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Mexico,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
42faed43-027f-4bb9-a2b4-8bb79d3cacaa,Will Team Z win the 2026 FIFA World Cup?: This market will resolve according to the national team th,2026 FIFA World Cup game played in Massachusetts,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
bfc2f5aa-6ed9-4d1e-8933-6aceea23c0a8,Will Team AC win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
168a1db0-0f53-4943-b0f8-a3d09f04a31c,Will Team AC win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
735068b6-8ab7-48d1-89aa-20b820ff3c26,Will South Africa win the 2026 FIFA World Cup?: This market will resolve according to the national t,2026 FIFA World Cup game played in Mexico,0.169,0,2026-07-20T00:00:00.000Z,true,false,false
64a9d1ff-274f-4977-b5a8-6f4ae1652773,Will South Africa win the 2026 FIFA World Cup?: This market will resolve according to the national t,2026 FIFA World Cup game played in Massachusetts,0.169,0,2026-07-20T00:00:00.000Z,true,false,false
82a3c2d2-b90d-4743-9ad0-8baa82927f8e,Will Senegal win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.17,0,2026-07-20T00:00:00.000Z,true,false,false
554c7aa0-ba7a-4863-a892-b3e348193a58,Will Senegal win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.17,5,2026-07-20T00:00:00.000Z,true,false,false
f34d51db-2d0b-42f7-a63d-e823991ac85b,Will Ivory Coast win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Mexico,0.169,0,2026-07-20T00:00:00.000Z,true,false,false
12f07f9c-965e-4e94-ac90-f13dea8a3b1f,Will Ivory Coast win the 2026 FIFA World Cup?: This market will resolve according to the national te,2026 FIFA World Cup game played in Massachusetts,0.169,0,2026-07-20T00:00:00.000Z,true,false,false
a941a195-7f7d-4fc7-885c-c9610e840312,Will Team AB win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Mexico,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
4934dca7-7189-4b9c-bc84-c39343eb4585,Will Team AB win the 2026 FIFA World Cup?: This market will resolve according to the national team t,2026 FIFA World Cup game played in Massachusetts,0.164,0,2026-07-20T00:00:00.000Z,true,false,false
b154825a-23b4-4085-9bd1-0f0718240a80,Will Cape Verde win the 2026 FIFA World Cup?: This market will resolve according to the national tea,2026 FIFA World Cup game played in Mexico,0.169,0,2026-07-20T00:00:00.000Z,true,false,false
